episode,episode_reward,episode_length,policy_loss,entropy
1,40.2,148,141.73553466796875,0.5597894787788391
2,-25.8,69,-90.20591735839844,0.6347298622131348
3,-34.4,89,-166.03846740722656,0.7245091795921326
4,28.0,87,202.85708618164062,0.6884730458259583
5,-34.5,145,-280.79193115234375,0.9491256475448608
6,77.9,200,757.1632080078125,0.9705515503883362
7,43.3,124,474.7170715332031,0.974661648273468
8,31.5,191,394.62786865234375,1.0352065563201904
9,115.0,200,726.2645263671875,0.7175413370132446
10,105.2,200,868.2628173828125,0.811866044998169
11,21.6,200,21.471633911132812,0.682910144329071
12,114.1,200,1203.874267578125,1.0100480318069458
13,180.5,200,485.5965576171875,0.3701922595500946
14,216.0,200,739.7747192382812,0.3680538535118103
15,187.4,200,394.4994201660156,0.2241174727678299
16,238.6,200,649.4217529296875,0.32855454087257385
17,194.4,200,391.8657531738281,0.15831652283668518
18,245.8,200,213.35476684570312,0.07953616976737976
19,247.3,200,20.014753341674805,0.05405093729496002
20,247.3,200,13.602362632751465,0.03958910331130028
21,247.3,200,8.941734313964844,0.028547141700983047
22,245.2,200,78.92066192626953,0.0251388531178236
23,247.3,200,4.015686988830566,0.014645976945757866
24,247.3,200,3.616074562072754,0.014360996894538403
25,247.3,200,0.9597966074943542,0.0042810156010091305
26,247.3,200,1.2278623580932617,0.005902017932385206
27,246.8,200,116.05731201171875,0.007889182306826115
28,247.3,200,0.5766834616661072,0.0035577553790062666
29,247.3,200,0.6081027984619141,0.0029128522146493196
30,247.3,200,0.29544493556022644,0.0015538819134235382
31,247.3,200,0.12679888308048248,0.0008246228680945933
32,247.3,200,0.14711013436317444,0.0016001149779185653
33,247.3,200,0.03232526406645775,0.00025748449843376875
34,247.3,200,0.023236168548464775,0.00032242012093774974
35,247.3,200,0.01139047835022211,0.00010962817759718746
36,247.3,200,0.008379217237234116,0.00012337471707724035
37,247.3,200,0.012044607661664486,0.00015462639566976577
38,247.3,200,0.002867617178708315,5.354948007152416e-05
39,247.3,200,0.0007032640278339386,9.205731657857541e-06
40,247.3,200,0.001118396525271237,4.1309856896987185e-05
41,247.3,200,0.0010048872791230679,1.5325367712648585e-05
42,247.3,200,0.0006422688020393252,2.024858258664608e-05
43,247.3,200,0.0005134276580065489,1.3164089978090487e-05
44,247.3,200,0.00029133621137589216,9.534605283079145e-07
45,247.3,200,0.0004267105832695961,1.5234977581712883e-05
46,247.3,200,0.0005074994987808168,3.637365807662718e-06
47,247.3,200,0.0002729700645431876,2.7482767563924426e-06
48,247.3,200,0.00026969792088493705,3.453587623880594e-06
49,247.3,200,0.0003033494285773486,1.8240052668261342e-06
50,247.3,200,0.00029106560396030545,7.107411761353433e-07
51,247.3,200,0.0002956682292278856,3.1289773687603883e-06
52,247.3,200,0.0002986949111800641,3.572416062525008e-06
53,247.3,200,0.000296093407087028,1.9117329941309436e-07
54,247.3,200,0.00029312309925444424,7.947451194922905e-07
55,247.3,200,0.00029523775447160006,4.555336943212751e-07
56,247.3,200,0.0002970161731354892,2.2410340534406714e-06
57,247.3,200,0.0002962544676847756,4.0722403582549305e-07
58,247.3,200,0.00029349568649195135,5.932531621510861e-07
59,247.3,200,0.0002920667175203562,9.917526995195658e-07
60,247.3,200,0.00029167646425776184,7.657880587430554e-07
61,247.3,200,0.00029495946364477277,3.804200616741582e-07
62,247.3,200,0.0002962544676847756,1.988822759813047e-07
63,247.3,200,0.0002833300968632102,1.5904031442914857e-06
64,247.3,200,0.000296093407087028,2.443331368340296e-07
65,247.3,200,0.00029296817956492305,7.862824986659689e-07
66,247.3,200,0.00029422048828564584,4.741236239169666e-07
67,247.3,200,0.0002949608024209738,3.950970040023094e-07
68,247.3,200,0.0002927762398030609,6.169034350023139e-07
69,247.3,200,0.00028332267538644373,2.148942940038978e-06
70,247.3,200,0.00027993242838419974,1.9285917005618103e-06
71,247.3,200,0.0002962544676847756,1.3727823500175873e-07
72,247.3,200,0.00029594084480777383,2.9021717296018323e-07
73,247.3,200,0.00029393075965344906,6.735065198881784e-07
74,247.3,200,0.0002962544676847756,1.6956870751982933e-07
75,247.3,200,0.0002962544676847756,2.247147676825989e-07
76,247.3,200,0.0002926534216385335,8.412333158958063e-07
