episode,episode_reward,episode_length,policy_loss,entropy
1,81.6,200,-14.755878448486328,1.218242883682251
2,241.7,200,-14.646218299865723,0.178215891122818
3,245.5,200,4.7137579917907715,0.08699652552604675
4,240.4,200,-0.5007944703102112,0.07566367834806442
5,243.4,200,-2.839440107345581,0.07205262035131454
6,243.1,200,5.138965129852295,0.07100774347782135
7,245.1,200,6.93089485168457,0.05348319187760353
8,217.0,200,3.6304848194122314,0.04421944171190262
9,212.5,200,7.309828758239746,0.05202266201376915
10,221.0,200,15.082259178161621,0.06955335289239883
11,226.5,200,13.257996559143066,0.05179379880428314
12,204.0,200,9.127021789550781,0.05795235559344292
13,219.5,200,16.455760955810547,0.08121080696582794
14,197.5,200,17.94394302368164,0.13149337470531464
15,146.5,200,9.096254348754883,0.24643585085868835
16,60.5,200,19.055757522583008,0.38487598299980164
17,27.5,81,-0.5315876603126526,0.027700940147042274
18,36.0,84,-1.2377644777297974,0.053155940026044846
19,42.0,84,-0.8793197870254517,0.02964574657380581
20,186.0,200,12.995979309082031,0.3616520166397095
21,170.0,200,-3.9960594177246094,0.3624575138092041
22,192.5,200,6.656493663787842,0.3386061489582062
23,214.5,200,8.535896301269531,0.32068419456481934
24,195.0,200,11.542841911315918,0.2431846410036087
25,110.5,200,-16.486770629882812,0.37013694643974304
26,184.0,200,19.842439651489258,0.3509131968021393
27,202.0,200,14.177227020263672,0.2905271053314209
28,197.0,200,11.135278701782227,0.2969338297843933
29,127.5,200,15.457660675048828,0.3884281516075134
30,177.5,200,16.070072174072266,0.3416503667831421
31,101.0,200,44.89091873168945,0.3994048833847046
32,106.0,200,38.07448959350586,0.38218238949775696
33,156.5,200,-12.319156646728516,0.40564703941345215
34,21.0,75,-1.0757606029510498,0.03910811245441437
35,211.5,200,4.227172374725342,0.33277684450149536
36,190.0,200,10.204487800598145,0.38354501128196716
37,126.5,200,29.837066650390625,0.36811110377311707
38,111.5,200,9.655045509338379,0.4402611255645752
39,153.0,200,9.289385795593262,0.3766648769378662
40,159.5,200,4.525916576385498,0.3815681040287018
41,195.0,200,8.244884490966797,0.3165523409843445
42,177.0,200,-20.850128173828125,0.36853399872779846
43,193.5,200,10.639347076416016,0.3803446292877197
44,179.0,200,-2.5509328842163086,0.3734439015388489
45,201.0,200,3.9085333347320557,0.2968614995479584
46,232.0,200,16.744253158569336,0.19193542003631592
47,235.3,200,11.259389877319336,0.07735851407051086
48,49.0,200,3.451188087463379,0.042995620518922806
49,237.3,200,2.044123649597168,0.01311046164482832
50,247.9,200,1.7111932039260864,0.02582446299493313
51,244.8,200,4.436581134796143,0.031594373285770416
52,245.0,200,2.474921941757202,0.033709555864334106
53,247.1,200,-3.3015196323394775,0.056137096136808395
54,244.4,200,-0.7813645005226135,0.048530805855989456
55,244.6,200,-3.2767298221588135,0.04623381793498993
56,249.2,200,3.632094144821167,0.020861435681581497
57,247.0,200,-2.8070340156555176,0.0316743478178978
58,247.3,200,-0.13047537207603455,0.003424989990890026
59,249.2,200,-0.4703006148338318,0.02024189755320549
60,247.8,200,-4.865042209625244,0.03308849409222603
61,247.3,200,-0.47858738899230957,0.010997569188475609
62,247.0,200,-3.908102035522461,0.030975492671132088
63,246.3,200,-5.1661696434021,0.05788678303360939
64,246.5,200,-3.581650972366333,0.037524931132793427
65,243.0,200,-1.7389062643051147,0.03499467670917511
66,247.1,200,-5.803427219390869,0.045972853899002075
67,247.0,200,-2.5433647632598877,0.013966046273708344
