episode,episode_reward,episode_length,policy_loss,entropy
1,48.6,200,-19.031517028808594,1.4801690578460693
2,225.0,200,5.197736740112305,0.8021325469017029
3,221.7,200,-9.09996509552002,0.6688644886016846
4,223.4,200,12.096198081970215,0.4082174599170685
5,233.9,200,3.6880974769592285,0.29601991176605225
6,231.9,200,6.348946571350098,0.2627798914909363
7,241.7,200,17.146699905395508,0.29088452458381653
8,239.9,200,17.733278274536133,0.2631220519542694
9,229.6,200,-4.927577972412109,0.2911299765110016
10,232.1,200,3.8634531497955322,0.2504340410232544
11,68.4,200,-8.830394744873047,0.28051990270614624
12,230.3,200,5.952832221984863,0.2593618631362915
13,232.9,200,3.9916443824768066,0.2604842185974121
14,243.6,200,9.253747940063477,0.27547505497932434
15,236.7,200,10.908650398254395,0.2909999191761017
16,230.7,200,3.777982711791992,0.2945374846458435
17,236.3,200,0.38445279002189636,0.3162153661251068
18,236.1,200,-4.406992435455322,0.2478824406862259
19,237.1,200,6.651830673217773,0.20653995871543884
20,238.5,200,-8.165698051452637,0.17865072190761566
21,242.7,200,4.130448818206787,0.17433255910873413
22,241.7,200,-1.361977458000183,0.13975724577903748
23,242.2,200,2.170797348022461,0.1321498453617096
24,250.3,200,-2.060352087020874,0.15592338144779205
25,244.7,200,0.2537987530231476,0.11539950221776962
26,243.3,200,-9.384458541870117,0.11855249106884003
27,247.8,200,-2.6889114379882812,0.11070318520069122
28,247.0,200,-0.3925493657588959,0.10445445775985718
29,243.5,200,-5.335869312286377,0.09859181195497513
30,245.6,200,-6.278152942657471,0.07818842679262161
31,247.1,200,-5.262813568115234,0.06529158353805542
32,244.3,200,3.3227992057800293,0.03922329097986221
33,247.1,200,-1.3816758394241333,0.04995039105415344
34,246.5,200,-2.605036735534668,0.0313885398209095
35,247.3,200,-0.5419095754623413,0.022395670413970947
36,246.5,200,-2.8742332458496094,0.03349578380584717
37,245.7,200,-4.460058212280273,0.03592686727643013
38,244.9,200,-5.848341464996338,0.035019710659980774
39,246.5,200,-3.284528970718384,0.036329079419374466
40,243.6,200,-7.0766777992248535,0.04004056751728058
41,245.7,200,-4.530349254608154,0.030625583603978157
42,246.5,200,-2.872648000717163,0.02321525290608406
43,247.3,200,-0.6587583422660828,0.016387077048420906
44,245.7,200,-5.590494155883789,0.014529934152960777
45,247.3,200,-0.7182939052581787,0.017578832805156708
46,247.3,200,-0.31212007999420166,0.010116291232407093
47,247.2,200,-5.488691329956055,0.01130457129329443
48,247.3,200,-0.7993492484092712,0.018606379628181458
49,249.2,200,-1.9969463348388672,0.015342681668698788
50,249.2,200,-4.409523963928223,0.01737520843744278
51,247.3,200,-0.5074587464332581,0.013052364811301231
52,246.5,200,-3.1339423656463623,0.014565305784344673
53,247.3,200,-0.35250362753868103,0.010463877581059933
54,247.3,200,-0.4710693657398224,0.012559343129396439
55,246.5,200,-2.8895018100738525,0.015577692538499832
56,245.7,200,-5.275562286376953,0.019451569765806198
57,247.3,200,-0.3974393308162689,0.011090385727584362
58,246.5,200,-3.1955084800720215,0.011195790953934193
59,245.7,200,-6.452144145965576,0.008655303157866001
60,247.3,200,-0.44283944368362427,0.012042091228067875
61,247.3,200,-0.2637048363685608,0.00806534755975008
62,247.3,200,-0.3501960337162018,0.01028555165976286
63,247.3,200,-0.35783278942108154,0.010273142717778683
64,247.3,200,-0.577934205532074,0.014952825382351875
65,247.3,200,-0.6276683211326599,0.015956290066242218
66,245.7,200,-4.970269680023193,0.04089566320180893
67,244.9,200,-5.200989246368408,0.04722132161259651
68,246.0,200,-4.1551103591918945,0.07284170389175415
69,241.7,200,-7.491008281707764,0.06540003418922424
70,240.9,200,-9.256272315979004,0.08264181017875671
71,240.9,200,-7.247393608093262,0.08311125636100769
72,235.7,200,-12.868729591369629,0.09959303587675095
73,236.4,200,-7.017607688903809,0.09711688756942749
74,230.1,200,9.143881797790527,0.106963612139225
75,243.2,200,5.549313068389893,0.10574447363615036
76,230.7,200,-3.4489152431488037,0.09321668744087219
77,65.3,200,8.847691535949707,0.08836386352777481
78,226.3,200,1.3325036764144897,0.10060873627662659
79,225.8,200,7.9912848472595215,0.08909432590007782
80,226.1,200,15.173652648925781,0.10007789731025696
81,225.1,200,5.365443229675293,0.09374355524778366
82,228.3,200,3.4845995903015137,0.08124861866235733
83,220.9,200,8.589253425598145,0.09646157920360565
84,220.8,200,13.897427558898926,0.09864019602537155
85,225.6,200,17.598623275756836,0.09493200480937958
86,234.9,200,3.820505142211914,0.11283261328935623
87,226.2,200,-2.9817323684692383,0.11400642991065979
88,224.7,200,2.2920444011688232,0.12069416046142578
89,235.1,200,3.2121081352233887,0.11361592262983322
90,224.2,200,5.841434001922607,0.12288451194763184
91,232.6,200,2.9120032787323,0.11435531824827194
92,235.6,200,0.19032609462738037,0.12383001297712326
93,242.6,200,-4.780872821807861,0.11494489759206772
94,234.5,200,-4.057602882385254,0.11782413721084595
95,234.7,200,-6.460168361663818,0.106536366045475
96,234.8,200,-6.306981086730957,0.0902201235294342
97,230.8,200,-3.649556875228882,0.11488188803195953
98,241.5,200,-12.306153297424316,0.08210167288780212
99,241.7,200,-6.569982528686523,0.09262857586145401
100,243.0,200,-18.129920959472656,0.06942397356033325
101,249.1,200,-13.783418655395508,0.09570325911045074
102,239.3,200,-8.438401222229004,0.07138361036777496
103,239.2,200,-5.920015335083008,0.05299181863665581
104,238.0,200,-1.381366491317749,0.06609468162059784
105,233.5,200,-5.45609712600708,0.07194867730140686
106,238.5,200,-3.523388147354126,0.042109400033950806
107,233.1,200,-2.2785255908966064,0.044559039175510406
108,240.4,200,-2.274019479751587,0.05878496542572975
109,240.3,200,-6.112969875335693,0.04166339337825775
110,241.7,200,-8.306663513183594,0.042614806443452835
111,243.2,200,-6.08335018157959,0.03556928038597107
112,247.2,200,-4.4273858070373535,0.017721334472298622
113,247.3,200,-1.204819917678833,0.01609993167221546
114,244.9,200,-2.7608728408813477,0.03161899000406265
115,246.5,200,-5.297846794128418,0.018279170617461205
116,245.7,200,-3.2019553184509277,0.024340538308024406
117,244.7,200,-10.610090255737305,0.02101794071495533
118,244.9,200,-3.0269367694854736,0.03513175621628761
119,245.6,200,-7.401686668395996,0.03169325366616249
120,247.2,200,-4.518564224243164,0.01881815493106842
121,243.1,200,-9.29960823059082,0.04845409840345383
122,246.8,200,-11.372570037841797,0.041410986334085464
123,243.2,200,-10.547088623046875,0.0434928797185421
124,246.5,200,-4.452645778656006,0.03607059642672539
125,244.6,200,-8.476893424987793,0.029447030276060104
126,244.1,200,-6.586128234863281,0.034344498068094254
127,240.8,200,-9.939438819885254,0.04151443392038345
128,245.7,200,-2.717064619064331,0.024141177535057068
129,245.6,200,-9.680967330932617,0.03531373664736748
